match_id,participant_id,team_id,position,feature_version,champion_id,champion_name,individual_position,lane,role,team_surrendered,win,queue_id,game_version,game_duration_sec,collected_at
KR_8209349878,8,200,MIDDLE,v2_timeseries_7_15_16_9_only,268,Azir,MIDDLE,NONE,DUO,True,False,420,16.9.772.8292,955,2026-06-07T21:17:37+00:00
KR_8209349878,9,200,BOTTOM,v2_timeseries_7_15_16_9_only,22,Ashe,BOTTOM,NONE,SUPPORT,True,False,420,16.9.772.8292,955,2026-06-07T21:17:37+00:00
KR_8209349878,10,200,UTILITY,v2_timeseries_7_15_16_9_only,201,Braum,UTILITY,NONE,SUPPORT,True,False,420,16.9.772.8292,955,2026-06-07T21:17:37+00:00
KR_8205431851,1,100,TOP,v2_timeseries_7_15_16_9_only,59,JarvanIV,TOP,JUNGLE,NONE,False,False,420,16.9.772.8292,1720,2026-06-07T21:17:37+00:00
KR_8205431851,2,100,JUNGLE,v2_timeseries_7_15_16_9_only,56,Nocturne,JUNGLE,JUNGLE,NONE,False,False,420,16.9.772.8292,1720,2026-06-07T21:17:37+00:00
KR_8205431851,3,100,MIDDLE,v2_timeseries_7_15_16_9_only,517,Sylas,MIDDLE,MIDDLE,SOLO,False,False,420,16.9.772.8292,1720,2026-06-07T21:17:37+00:00
KR_8205431851,4,100,BOTTOM,v2_timeseries_7_15_16_9_only,81,Ezreal,BOTTOM,BOTTOM,CARRY,False,False,420,16.9.772.8292,1720,2026-06-07T21:17:37+00:00
KR_8205431851,5,100,UTILITY,v2_timeseries_7_15_16_9_only,143,Zyra,UTILITY,BOTTOM,SUPPORT,False,False,420,16.9.772.8292,1720,2026-06-07T21:17:37+00:00
KR_8205431851,6,200,TOP,v2_timeseries_7_15_16_9_only,80,Pantheon,TOP,JUNGLE,NONE,False,True,420,16.9.772.8292,1720,2026-06-07T21:17:37+00:00
KR_8205431851,7,200,JUNGLE,v2_timeseries_7_15_16_9_only,876,Lillia,JUNGLE,JUNGLE,NONE,False,True,420,16.9.772.8292,1720,2026-06-07T21:17:37+00:00
KR_8205431851,8,200,MIDDLE,v2_timeseries_7_15_16_9_only,112,Viktor,MIDDLE,MIDDLE,SOLO,False,True,420,16.9.772.8292,1720,2026-06-07T21:17:37+00:00
KR_8205431851,9,200,BOTTOM,v2_timeseries_7_15_16_9_only,22,Ashe,BOTTOM,BOTTOM,SOLO,False,True,420,16.9.772.8292,1720,2026-06-07T21:17:37+00:00
KR_8205431851,10,200,UTILITY,v2_timeseries_7_15_16_9_only,147,Seraphine,UTILITY,JUNGLE,NONE,False,True,420,16.9.772.8292,1720,2026-06-07T21:17:37+00:00
KR_8205173481,1,100,TOP,v2_timeseries_7_15_16_9_only,266,Aatrox,TOP,JUNGLE,NONE,False,False,420,16.9.772.8292,1483,2026-06-07T21:17:37+00:00
KR_8205173481,2,100,JUNGLE,v2_timeseries_7_15_16_9_only,234,Viego,JUNGLE,JUNGLE,NONE,False,False,420,16.9.772.8292,1483,2026-06-07T21:17:37+00:00
KR_8205173481,3,100,MIDDLE,v2_timeseries_7_15_16_9_only,268,Azir,MIDDLE,MIDDLE,SOLO,False,False,420,16.9.772.8292,1483,2026-06-07T21:17:37+00:00
KR_8205173481,4,100,BOTTOM,v2_timeseries_7_15_16_9_only,81,Ezreal,BOTTOM,BOTTOM,CARRY,False,False,420,16.9.772.8292,1483,2026-06-07T21:17:37+00:00
KR_8205173481,5,100,UTILITY,v2_timeseries_7_15_16_9_only,412,Thresh,UTILITY,BOTTOM,SUPPORT,False,False,420,16.9.772.8292,1483,2026-06-07T21:17:37+00:00
KR_8205173481,6,200,TOP,v2_timeseries_7_15_16_9_only,420,Illaoi,TOP,TOP,SOLO,False,True,420,16.9.772.8292,1483,2026-06-07T21:17:37+00:00
KR_8205173481,7,200,JUNGLE,v2_timeseries_7_15_16_9_only,254,Vi,JUNGLE,JUNGLE,NONE,False,True,420,16.9.772.8292,1483,2026-06-07T21:17:37+00:00
KR_8205173481,8,200,MIDDLE,v2_timeseries_7_15_16_9_only,90,Malzahar,MIDDLE,MIDDLE,SOLO,False,True,420,16.9.772.8292,1483,2026-06-07T21:17:37+00:00
KR_8205173481,9,200,BOTTOM,v2_timeseries_7_15_16_9_only,96,KogMaw,BOTTOM,BOTTOM,CARRY,False,True,420,16.9.772.8292,1483,2026-06-07T21:17:37+00:00
KR_8205173481,10,200,UTILITY,v2_timeseries_7_15_16_9_only,117,Lulu,UTILITY,BOTTOM,SUPPORT,False,True,420,16.9.772.8292,1483,2026-06-07T21:17:37+00:00
KR_8204408651,1,100,TOP,v2_timeseries_7_15_16_9_only,84,Akali,TOP,JUNGLE,NONE,False,True,420,16.9.772.8292,1577,2026-06-07T21:17:37+00:00
